Datum,Name,Kurs *,Währung,2018,2017,2016,2015,2014,2013
09.05.2019,Caltex Australia LtdShs,"25,73",AUD,"1,18","1,21","1,02","1,17","0,7","0,34"
09.05.2019,REC Silicon ASA,"0,69",USD,0,0,0,0,0,0
09.05.2019,Covanta Holding CorpShs,"17,64",USD,1,1,1,1,"0,86","0,66"
09.05.2019,Billerud ABshs,"122,1",SEK,"4,3","4,3","4,3","4,25","3,15","2,25"
09.05.2019,Mondi PLCShs,"16,38",GBP,"0,76","0,62","0,57","0,52","0,42","0,36"
09.05.2019,Swedish Orphan Biovitrum AB,"163,55",SEK,0,0,0,0,0,0
09.05.2019,Canadian Tire Corp. Ltd. (Class A),"148,33",CAD,"3,74","2,85","2,38","2,15","1,96","1,49"
09.05.2019,Dufry AG,,CHF,4,"3,75",0,0,0,0
09.05.2019,P. H. Glatfelter Co.,"15,64",USD,"0,52","0,52","0,5","0,48","0,44","0,4"
09.05.2019,Unite Group PLCShs,"9,43",GBP,"0,29","0,23","0,18","0,15","0,11","0,05"
09.05.2019,Boston Scientific Corp.,"37,07",USD,0,0,0,0,0,0
09.05.2019,SW Umwelttechnik Stoiser & Wolschner AG,"18,8",EUR,"0,3","0,1",0,0,0,0
09.05.2019,Rathbone Brothers plc,"23,7",GBP,"0,66","0,61","0,57","0,55","0,52","0,49"
09.05.2019,United Parcel Service Inc. (UPS),,USD,"3,64","3,32","3,12","2,92","2,68","2,48"
09.05.2019,Canadian Natural Resources Ltd.,"37,93",CAD,"1,34","1,1","0,94","0,92","0,9","0,58"
09.05.2019,C.H. Robinson Worldwide Inc.,"82,68",USD,"1,88","1,81","1,74","1,57","1,43","1,4"
09.05.2019,DTE Energy Co.,"123,6",USD,"3,6","3,36","3,06","2,84","2,69","2,59"
09.05.2019,Allegheny Technologies Inc.,"23,81",USD,0,0,"0,24","0,62","0,72","0,72"
09.05.2019,Sempra Energy,"126,21",USD,"3,58","3,29","3,02","2,8","2,64","2,52"
09.05.2019,Tractor Supply Co.,"102,48",USD,"1,2","1,05","0,92","0,76","0,61","0,49"
09.05.2019,Gulf Island Fabrication Inc.,"8,55",USD,0,"0,04","0,04","0,4","0,4","0,4"
09.05.2019,Norfolk Southern Corp.,"202,71",USD,"3,04","2,44","2,36","2,36","2,22","2,04"
09.05.2019,Transocean Ltd.,,USD,0,0,0,"0,6",3,"2,24"
09.05.2019,adidas,"249,85",EUR,"3,35","2,6",2,"1,6","1,5","1,5"
09.05.2019,DATA MODUL AG,72,EUR,2,"0,12","0,12","0,12","0,12","1,2"
09.05.2019,Linde AG,,EUR,,"3,9","3,7","3,45","3,15",3
09.05.2019,Harley-Davidson Inc.,"35,95",USD,"1,48","1,46","1,4","1,24","1,1","0,84"
09.05.2019,Rio Tinto Ltd.,"95,35",USD,"3,07","2,9","1,7","2,15","2,15","1,92"
09.05.2019,BAE Systems plc,"4,7",GBP,"0,22","0,22","0,21","0,21","0,21","0,2"
09.05.2019,Nucor Corp.,"56,56",USD,"1,54","1,51","1,5","1,49","1,48","1,47"
09.05.2019,HeidelbergCement AG,"69,72",EUR,"2,1","1,9","1,6","1,3","0,75","0,6"
09.05.2019,Philips N.V.,,EUR,"0,8","0,8","0,8","0,8","0,8","0,8"
09.05.2019,Williams Companies Inc.,"26,96",USD,"1,36","1,2","1,68","2,45","1,96","1,44"
09.05.2019,Ford Motor Co.,,USD,"0,6","0,65","0,6","0,6","0,5","0,4"
09.05.2019,PRO DV AG,"0,5",EUR,,,0,0,0,0
09.05.2019,comdirect bank AG,"10,4",EUR,"0,25","0,25","0,25","0,4","0,4","0,36"
09.05.2019,Linde plc,,EUR,,"3,9","3,7","3,45","3,15",3
09.05.2019,JOST Werke AG,,EUR,"1,1","0,5",,,,
09.05.2019,Liechtensteinische Landesbank AG,,CHF,"2,1",2,"1,7","1,6","1,5","1,5"
09.05.2019,Peabody Energy Corp,,USD,"0,49",0,0,"0,08","5,1","5,1"
09.05.2019,Hilton Worldwide Holdings Inc Registered Shs When Issued,,USD,"0,6","0,6","0,84","0,42",0,0
09.05.2019,S&P Global Inc,"213,12",USD,2,"1,64","1,44","1,32","1,2","1,12"
09.05.2019,Melrose Industries PLC,,GBP,"0,05","0,04","0,02","0,05","0,08","0,08"
09.05.2019,OneSavings Bank PLC,,GBP,"0,15","0,13","0,11","0,09","0,04",0
09.05.2019,DCI Database for Commerce and Industry AG nach Kapitalherabsetzung,"2,72",EUR,0,0,0,0,0,0
09.05.2019,Oriflame Holding AG,,EUR,"1,6","1,6",1,"0,4","0,25",1
09.05.2019,Direct Line Insurance PLC,,GBP,,"0,2","0,15","0,14","0,27","0,21"
09.05.2019,KION GROUP AG,"55,46",EUR,"1,2","0,99","0,8","0,77","0,55","0,35"
09.05.2019,A.S. Création Tapeten AG,"13,1",EUR,0,0,"1,25","0,6",0,"0,25"
09.05.2019,E*TRADE FINANCIAL Corp.,"50,08",USD,0,0,0,0,0,0
09.05.2019,Peach Property Group AG,"28,9",CHF,0,0,0,0,0,0
09.05.2019,Talanx AG,"35,66",EUR,"1,45","1,4","1,35","1,3","1,25","1,2"
09.05.2019,Glencore plc,"2,81",USD,,"0,07","0,07","0,07","0,18","0,17"
09.05.2019,TT Electronics PLC,"2,46",GBP,"0,07","0,06","0,06","0,06","0,06","0,05"
09.05.2019,adidas AG (spons. ADRs),124,EUR,"3,35","2,6",2,"1,6","1,5","1,5"
09.05.2019,Linz Textil Holding AG,300,EUR,4,4,4,4,4,10
09.05.2019,Ratos AB (B),"25,44",SEK,"0,5",2,2,"3,25","3,25",3
09.05.2019,Moneysupermarket.com Group PLCShs,"3,54",GBP,"0,11","0,1","0,1","0,09","0,08","0,07"
09.05.2019,Lupus Capital PLC,"2,45",GBP,"0,12","0,11","0,11","0,09","0,08","0,06"
09.05.2019,Huntsworth PLC,"0,96",GBP,"0,02","0,02","0,02","0,02","0,02","0,04"
09.05.2019,Invesco Ltd,"20,81",USD,"1,19","1,15","1,11","1,06","0,98","0,85"
10.05.2019,Rightmove PLC,,GBP,"0,07","0,58","0,51","0,38","0,3","0,28"
10.05.2019,American Water Works Co Inc,"108,27",USD,"1,82","1,66","1,5","1,36","1,24","1,12"
10.05.2019,BBA Aviation PLCShs,"2,72",GBP,"0,14","0,13","0,1","0,09","0,1","0,09"
10.05.2019,nebag ag,"10,4",CHF,,"0,8","0,7","0,6","0,7","0,7"
10.05.2019,Man Group PLC,"1,52",USD,"0,12","0,11","0,09","0,1","0,1","0,08"
10.05.2019,Draegerwerk AG & Co. KGaA,"41,75",EUR,"0,13","0,4","0,13","0,13","1,33","0,77"
10.05.2019,CNO Financial Group Inc,"16,9",USD,"0,39","0,35","0,31","0,27","0,24","0,11"
10.05.2019,RSA Insurance PLC,,GBP,"0,21","0,2","0,16","0,11","0,02","0,1"
10.05.2019,Baker Hughes Inc.,,USD,"0,72","0,35","0,68","0,68","0,64","0,6"
10.05.2019,Medartis Holding AG,,CHF,,0,0,0,,
10.05.2019,SGL Carbon SE,"7,53",EUR,0,0,0,0,0,0
10.05.2019,technotrans SE,"23,1",EUR,"0,88","0,88","0,55","0,48","0,33","0,2"
10.05.2019,TTL Beteiligungs- und Grundbesitz-AG,"4,2",EUR,"0,12",0,0,0,0,0
10.05.2019,Unisys Corp.,"10,26",USD,0,0,0,0,0,0
10.05.2019,Colgate-Palmolive Co.,"71,5",USD,"1,66","1,59","1,55","1,5","1,42","1,33"
10.05.2019,DMG MORI,"43,25",EUR,0,0,0,"0,6","0,55","0,5"
10.05.2019,Occidental Petroleum Corp.,"54,97",USD,"3,1","3,06","3,02","2,97","2,88","2,56"
10.05.2019,Progressive Corp.,"73,43",USD,"2,51","1,12","0,68","0,89","0,69","0,49"
10.05.2019,Marriott Inc.,"131,71",USD,"1,56","1,29","1,15","0,95","0,77","0,64"
10.05.2019,Swissquote AG (N),"38,14",CHF,1,"0,9","0,6","0,6","0,6","0,6"
10.05.2019,Dürr AG,"36,36",EUR,1,"1,1","1,05","0,93","0,83","0,73"
10.05.2019,Drägerwerk AG & Co. KGaA Vz.,"53,65",EUR,"0,19","0,46","0,19","0,19","1,39","0,83"
10.05.2019,Polytec,"9,73",EUR,"0,4","0,45","0,4","0,3","0,25","0,25"
10.05.2019,ACS S.A.,"37,66",EUR,"1,89","1,39","1,2","1,15","1,15","1,15"
10.05.2019,Morgan Advanced Materials PLC,"2,59",GBP,"0,11","0,11","0,11","0,11","0,11","0,11"
10.05.2019,Zimmer Biomet,"121,97",USD,"0,96","0,96","0,96","0,88","0,88","0,8"
10.05.2019,Imerys S.A.,,EUR,"2,15","2,08","1,87","1,75","1,65","1,6"
10.05.2019,Lagardere S.C.A.,,EUR,"1,3","1,3","1,3","1,3","1,3","16,3"
10.05.2019,FRoSTA AG,61,EUR,"1,6","1,6","1,5","1,36","1,36",1
10.05.2019,Vulcan Materials Co.,,USD,"1,12",1,"0,8","0,4","0,22","0,04"
10.05.2019,Louisiana-Pacific Corp.,"24,84",USD,0,0,0,0,0,0
13.05.2019,AGROB AG,"24,8",EUR,"0,24","0,24","0,21","0,18","0,18","0,16"
13.05.2019,A2A S.p.A.,"1,47",EUR,,"0,06","0,05","0,04","0,04","0,03"
13.05.2019,Centrica plc,"0,95",GBP,"0,14","0,12","0,12","0,12","0,14","0,17"
13.05.2019,Scherzer & Co. AG,"2,42",EUR,0,"0,05","0,05","0,05","0,05",0
13.05.2019,Digital Realty Trust Inc.,"116,71",USD,"4,04","3,72","3,52","3,4","3,32","3,12"
13.05.2019,Jungfraubahn AG (N),142,CHF,"2,8","2,4","2,1",2,"1,8","1,8"
13.05.2019,AGROB Immobilien AG Vz. ohne Stimmrecht,"23,8",EUR,"0,29","0,29","0,21","0,05","0,05","0,21"
13.05.2019,International Paper Co.,,USD,"1,93","1,86","1,78","1,64","1,45","1,25"
13.05.2019,Fidelity European Values PLC,,GBP,"0,06","0,04","0,04","0,03","0,04","0,03"
13.05.2019,Motorola Solutions Inc.,"143,23",USD,"2,13","1,93","1,7","1,43","1,3","1,14"
13.05.2019,Interface Inc,"15,78",USD,"0,26","0,25","0,22","0,18","0,14","0,11"
13.05.2019,PacWest Bancorp,"37,73",USD,"2,3",2,2,2,"1,25",1
13.05.2019,VAUDOISE VERSICHERUNGEN AG,498,CHF,13,12,12,12,12,11
14.05.2019,Sensirion Holding AG,,CHF,0,0,,,,
14.05.2019,Standard Life Aberdeen PLC Registered Shs,,GBP,"0,22","0,21","0,2","0,18","0,21","0,2"
14.05.2019,Creditshelf,,EUR,,,,,,
14.05.2019,Berner Kantonalbank (BEKB) AG,238,CHF,,"6,6","6,2",6,"5,8","5,5"
14.05.2019,Alpiq Holding AG,"72,2",CHF,0,0,0,0,2,2
14.05.2019,St.James's Place PLC,"11,01",GBP,"0,48","0,43","0,33","0,28","0,23","0,16"
14.05.2019,Suez Environnement Company,,EUR,"0,65","0,65","0,65","0,65","0,65","0,65"
14.05.2019,Capita Plc,"1,17",GBP,0,"0,11","0,32","0,32","0,29","0,27"
14.05.2019,Bureau Veritas Registre International de Classification de Navires et d'Aeronefs S.A.,,EUR,"0,56","0,56","0,55","0,51","0,48","0,48"
14.05.2019,QEP Resources Inc,"7,6",USD,0,0,0,"0,08","0,08","0,08"
14.05.2019,EDENRED SA,,EUR,"0,86","0,85","0,62","0,84","0,84","0,83"
14.05.2019,Castle Private Equity AG,"16,8",USD,,1,0,0,0,"1,39"
14.05.2019,GRENKE AG,"88,7",EUR,"0,8","0,7","0,58","0,5","0,37","0,33"
14.05.2019,Signify (ehemals Philips Lighting),,EUR,"1,3","1,25","1,1",,,
14.05.2019,Arconic Inc,,USD,"0,24","0,24","0,36","0,36","0,36","0,36"
14.05.2019,Bank of Ireland Group PLC Registered Shs,,EUR,"0,16","0,12",0,0,0,0
14.05.2019,Valartis Group AG,,CHF,"0,1","0,2","0,2",0,"0,5",0
14.05.2019,Alexion Pharmaceuticals Inc.,"127,93",USD,0,0,0,0,0,0
14.05.2019,Eni S.p.A.,"14,6",EUR,"0,83","0,8","0,8","0,8","1,12","1,1"
14.05.2019,Volkswagen (VW) St.,"150,6",EUR,"4,8","3,9",2,"0,11","4,8",4
14.05.2019,E.ON SE,"9,64",EUR,"0,43","0,3","0,21","0,5","0,5","0,6"
14.05.2019,3M Co.,"175,21",USD,"5,44","4,7","4,44","4,1","3,42","2,54"
14.05.2019,Juniper Networks Inc.,"25,49",USD,"0,72","0,4","0,4","0,4","0,2",0
14.05.2019,OTI On Track Innovations Ltd.,"0,48",USD,0,0,0,0,0,0
14.05.2019,Waters Corp.,"211,16",USD,,,0,0,0,0
14.05.2019,OMV AG,"44,32",EUR,"1,75","1,5","1,2",1,"1,25","1,25"
14.05.2019,Quest Diagnostics Inc.,"96,75",USD,"2,03","1,8","1,65","1,52","1,32","1,2"
14.05.2019,Cummins Inc.,"160,76",USD,"4,44","4,21",4,"3,51","2,81","2,25"
14.05.2019,ConocoPhillips,,USD,"1,16","1,06",1,"2,94","2,84","2,7"
14.05.2019,Anadarko Petroleum Corp.,"72,96",USD,"1,05","0,2","0,2","1,08","0,99","0,54"
14.05.2019,Waste Management Inc.,"106,26",USD,"1,86","1,7","1,64","1,54","1,5","1,46"
14.05.2019,AlzChem Group AG,"2,2",EUR,"0,11","0,19",0,0,0,0
14.05.2019,Oberbank AG Vz.,"89,5",EUR,"1,1","0,9","0,65","0,55","0,55","0,5"
14.05.2019,Ventas Inc.,"63,49",USD,"3,16","3,12","2,97","3,04","2,97","2,74"
14.05.2019,Schlatter Industries AG,"42,2",CHF,0,0,0,0,0,0
14.05.2019,DLB-Anlageservice AG,"12,6",EUR,"0,7","0,7","0,7","0,7","0,7","0,6"
14.05.2019,Accentro Real Estate AG,"8,5",EUR,"0,16","0,17","0,15",0,0,0
14.05.2019,PPL Corp.,"31,09",USD,"1,64","1,58","1,52","1,5","1,49","1,47"
14.05.2019,Prudential Financial Inc.,"98,58",USD,"3,6",3,"2,8","2,44","2,17","1,73"
14.05.2019,Oberbank,95,EUR,"1,1","0,9","0,65","0,55","0,55","0,5"
14.05.2019,Solvay S.A.,,EUR,"3,75","3,6","3,45","3,3","3,4","3,2"
14.05.2019,Loews Corp.,"50,97",USD,"0,25","0,25","0,25","0,25","0,25","0,25"
14.05.2019,Volkswagen (VW) AG Vz.,"149,02",EUR,"4,86","3,96","2,06","0,17","4,86","4,06"
14.05.2019,UZIN UTZ AG,57,EUR,"1,3","1,3","1,3",1,"0,9","0,8"
15.05.2019,CompuGroup Medical SE,"59,35",EUR,"0,5","0,35","0,35","0,35","0,35","0,35"
15.05.2019,Xcel Energy Inc.,,USD,"1,52","1,44","1,36","1,28","1,2","1,11"
15.05.2019,init innovation in traffic systems SE,"14,05",EUR,"0,12","0,22","0,22","0,2","0,8","0,8"
15.05.2019,Equinor,"182,5",USD,"0,92","0,88","0,88","0,82","0,82","0,79"
15.05.2019,Temenos AG,,USD,"0,75","0,69","0,55","0,45","0,41","0,39"
15.05.2019,Lechwerke AG,105,EUR,"2,8","2,8","2,6","2,6","2,4",2
15.05.2019,Verallia Deutschland AG,520,EUR,0,0,0,0,0,"12,4"
15.05.2019,William Hill plc,"1,35",GBP,"0,12","0,13","0,13","0,13","0,12","0,12"
15.05.2019,Diamond Offshore Drilling Inc.,"9,71",USD,0,0,0,"0,5","0,5","0,5"
15.05.2019,Muehlhan AG,"2,88",EUR,"0,1","0,08","0,06","0,04",0,0
15.05.2019,Range Resources Corp.,"9,5",USD,"0,08","0,08","0,08","0,16","0,16","0,16"
15.05.2019,Klöckner & Co (KlöCo),"5,43",EUR,"0,3","0,3","0,2",0,"0,2",0
15.05.2019,Biofrontera AG,"6,62",EUR,0,0,0,0,0,0
15.05.2019,Partners Group AG,,CHF,22,19,15,"10,5","8,5","7,25"
15.05.2019,Pegas Nonwovens SAShs,740,EUR,,"1,3","1,3","1,25","1,15","1,05"
15.05.2019,Homag,"45,6",EUR,,"1,01","0,04","1,01","0,4","0,35"
15.05.2019,First Solar Inc,"59,86",USD,0,0,0,0,0,0
15.05.2019,Sparta Beteiligungen AG,117,EUR,0,0,0,0,0,0
15.05.2019,Orell Fuessli AG,"94,5",CHF,6,4,4,4,0,0
15.05.2019,Kohl's Corp.,"64,22",USD,"2,2",2,"1,8","1,56","1,4","1,28"
15.05.2019,Hartford Financial Services Group Inc.,"52,94",USD,"1,1","0,94","0,86","0,78","0,66","0,5"
15.05.2019,Southwest Airlines Co.,"52,01",USD,"0,61","0,48","0,38","0,29","0,22","0,13"
15.05.2019,Northrop Grumman Corp.,"294,49",USD,"4,7","3,9","3,5","3,1","2,71","2,38"
15.05.2019,Pinnacle West Capital Corp.,"95,19",USD,"2,87","2,7","2,56","2,41","2,3","2,2"
15.05.2019,State Street Corp.,"61,81",USD,"1,78","1,6","1,44","1,32","1,16","1,04"
15.05.2019,Elmos Semiconductor,"23,95",EUR,"0,52","0,4","0,35","0,33","0,33","0,25"
15.05.2019,Thales S.A.,,EUR,"2,08","1,75","1,6","1,36","1,12","1,12"
15.05.2019,ENCAVIS AG,"6,18",EUR,"0,24","0,22","0,2","0,18","0,15","0,1"
15.05.2019,LafargeHolcim Ltd. (I),"53,34",CHF,2,2,2,"1,5","1,24","1,24"
15.05.2019,paragon GmbH & Co. KGaA,"25,25",EUR,"0,25","0,25","0,25","0,25","0,25","0,25"
15.05.2019,Cathay Pacific Airways Ltd.,,HKD,"0,3","0,05","0,05","0,53","0,36","0,22"
15.05.2019,Erste Group Bank AG,"33,92",EUR,"1,4","1,2",1,"0,5",0,"0,2"
15.05.2019,AIXTRON SE,"10,55",EUR,0,0,0,0,0,0
15.05.2019,Charles Schwab,"42,74",USD,"0,46","0,32","0,27","0,24","0,24","0,24"
15.05.2019,secunet Security Networks AG,110,EUR,"1,13","1,2","0,58","0,34","0,27","0,15"
15.05.2019,SAP SE,"112,96",EUR,"1,5","1,4","1,25","1,15","1,1",1
15.05.2019,Akamai Inc.,"76,62",USD,0,0,0,0,0,0
15.05.2019,AMD (Advanced Micro Devices) Inc.,"27,58",USD,0,0,0,0,0,0
15.05.2019,TAKKT AG,"13,62",EUR,"0,55","0,55","0,55","0,5","0,32","0,32"
15.05.2019,RATIONAL AG,"576,5",EUR,"9,5","8,8",8,"7,5","6,8",6
15.05.2019,Halliburton Co.,"25,59",USD,"0,72","0,72","0,72","0,72","0,36","0,53"
15.05.2019,Deutsche Post AG,"28,92",EUR,"1,15","1,15","1,05","0,85","0,85","0,8"
15.05.2019,Anthem Inc.,"258,65",USD,3,"2,7","2,6","2,5","1,75","1,5"
15.05.2019,Epigenomics AG,"1,87",EUR,0,0,0,0,0,0
15.05.2019,Tencent Holdings Ltd,,CNY,1,"0,73","0,55","0,56","0,29","0,19"
15.05.2019,Paddy Power PLC,,GBP,2,2,"1,65","1,34","1,16","1,04"
15.05.2019,Mallinckrodt PLC,,USD,0,0,0,0,0,0
15.05.2019,Zoetis Inc (A),"101,84",USD,"0,54","0,44","0,39","0,34","0,3","0,27"
15.05.2019,ageas NV,,EUR,"2,2","2,1","1,7","1,65","1,55","1,4"
15.05.2019,Vesuvius PLC,"5,39",GBP,"0,14","0,13","0,17","0,16","0,16","0,15"
15.05.2019,Tritax Big Box REIT PLC,,GBP,,"0,06","0,06","0,03","0,03",
15.05.2019,CGG,,USD,0,0,0,0,0,0
15.05.2019,Dexia SA,"4,21",EUR,0,0,0,0,0,0
15.05.2019,Walliser Kantonalbank,,CHF,"3,35","3,15",3,"2,7","2,7","2,7"
15.05.2019,RIB Software SE,"15,44",EUR,"0,18","0,18","0,16","0,16","0,16","0,06"
15.05.2019,Williams Grand Prix Holdings PLC,"14,1",GBP,0,0,0,0,0,0
15.05.2019,Jupiter PLC,"3,6",GBP,"0,29","0,33","0,27","0,26","0,25","0,13"
15.05.2019,Mondelez,"51,83",USD,"0,96","0,82","0,72","0,64","0,58","0,54"
15.05.2019,Calida AG,"31,1",CHF,"0,8","0,8","0,8","0,8","0,8","0,8"
15.05.2019,K+S AG,"17,24",EUR,"0,25","0,35","0,3","1,15","0,9","0,25"
15.05.2019,artnet AG,"3,6",EUR,0,0,0,0,0,0
15.05.2019,Xylem Inc.,"76,45",USD,"0,84","0,72","0,62","0,56","0,51","0,47"
15.05.2019,Proto Labs Inc,"106,85",USD,0,0,0,0,0,0
15.05.2019,Hypoport AG,"198,8",EUR,0,0,0,0,0,0
15.05.2019,Hyatt Hotels,"77,54",USD,"0,6",0,0,0,0,0
15.05.2019,Castle Alternative Invest AG,18,USD,,0,0,0,0,0
15.05.2019,Villars SA,770,CHF,,30,0,0,0,0
15.05.2019,The Native SA,"1,01",CHF,,0,0,0,0,0
15.05.2019,Pirelli,,EUR,0,0,,,"0,37","0,32"
15.05.2019,Serviceware,,EUR,0,,,,,
16.05.2019,Office Properties Income Trust Registered Shs of Benef Interest,,USD,"6,88","6,88","1,72","1,72","1,72","1,72"
16.05.2019,Liberty Latin America Ltd Registered Shs -A- When Issued,"18,2",USD,,,,,,
16.05.2019,Voltabox,,EUR,"0,03",,,,,
16.05.2019,Capital & Regional PLC,"0,19",GBP,"0,02","0,04","0,03","0,03","0,01","0,01"
16.05.2019,Keller Group PLC,"7,23",GBP,"0,36","0,34","0,29","0,27","0,25","0,24"
16.05.2019,Chubb Ltd,"145,62",USD,"2,9","2,82","2,74","2,66","2,7","2,02"
16.05.2019,AMAG Pharmaceuticals IncShs,"10,78",USD,0,0,0,0,0,0
16.05.2019,Concho Resources IncShs,"114,03",USD,0,0,0,0,0,0
16.05.2019,People's United Financial IncShs,"16,27",USD,"0,7","0,69","0,68","0,67","0,66","0,65"
16.05.2019,Genel Energy Plc,"2,08",USD,0,0,0,0,0,0
16.05.2019,HUGO BOSS AG,"57,7",EUR,"2,7","2,65","2,6","3,62","3,62","3,34"
16.05.2019,Abengoa B,"0,01",EUR,,0,0,0,"0,11","0,11"
16.05.2019,US Concrete Inc.,"48,75",USD,0,0,0,0,0,0
16.05.2019,Premier Oil Plc,"0,98",USD,0,0,0,0,0,"0,05"
16.05.2019,exceet Group SE,"6,1",EUR,0,0,0,0,0,0
16.05.2019,SPORTTOTAL AG,"1,22",EUR,0,0,0,0,0,0
16.05.2019,Primerica Inc.,"125,32",USD,1,"0,78","0,7","0,64","0,48","0,44"
16.05.2019,Liberty Global PLC,,USD,,,0,0,0,0
16.05.2019,VAT,,CHF,4,4,4,,,
16.05.2019,SBA Communications REIT (A),"212,31",USD,0,0,0,0,0,0
16.05.2019,R.R.Donnelley & Sons Co When Issued,,USD,"0,34","0,56","2,48","3,12","3,12","3,12"
16.05.2019,Just Retirement Group PLC,"0,6",GBP,0,"0,04","0,04","0,03",,
16.05.2019,Advantag AG,"1,2",EUR,0,0,0,0,0,0
16.05.2019,L Brands Inc,"22,35",USD,"2,4","2,4",2,"1,36","1,2",1
16.05.2019,Vonovia SE (ex Deutsche Annington),"48,88",EUR,"1,44","1,32","1,12","0,94","0,78","0,7"
16.05.2019,Computacenter PLC,,GBP,"0,3","0,26","0,22","0,21","0,19","0,18"
16.05.2019,Crown Castle Corp,"127,53",USD,"4,28","3,9","3,61","3,35","1,87",0
16.05.2019,Union Pacific Corp.,"175,63",USD,"3,06","2,48","2,26","2,2","1,91","1,48"
16.05.2019,BMW AG,"69,8",EUR,"3,5",4,"3,5","3,2","2,9","2,6"
16.05.2019,Owens-Illinois Inc.,"17,51",USD,"0,05",0,0,0,0,0
16.05.2019,Air France-KLM,,EUR,0,0,0,0,0,0
16.05.2019,Prudential plc,"16,77",GBP,"0,49","0,47","0,44","0,39","0,37","0,34"
16.05.2019,Lloyds Banking Group,,GBP,"0,03","0,03","0,03","0,02","0,01",0
16.05.2019,Fresenius Medical Care AG & Co. KGaA (FMC) St.,"70,86",EUR,"1,17","1,06","0,95","0,81","0,88","0,99"
16.05.2019,Altria Inc.,,USD,3,"2,54","2,35","2,17",2,"1,84"
16.05.2019,Intel Corp.,"45,53",USD,"1,5","1,08","1,04","0,96","0,9","0,9"
16.05.2019,PSI Software AG,"17,8",EUR,"0,25","0,23","0,22","0,21",0,0
16.05.2019,freenet AG,"20,77",EUR,"1,65","1,65","1,6","1,55","1,5","1,45"
16.05.2019,Basler AG,"151,8",EUR,"1,53","2,02","0,74","0,2","0,7","0,47"
16.05.2019,LEONI AG,"15,08",EUR,0,"1,4","0,5",1,"1,2",1
16.05.2019,CVS Health Corp,"52,3",USD,2,2,"1,7","1,4","1,1","0,9"
16.05.2019,Balfour Beatty plc,"2,42",GBP,"0,05","0,04","0,03",0,"0,06","0,14"
16.05.2019,Swire Pacific Ltd.,,HKD,3,"2,1","2,1","3,9","3,9","3,5"
16.05.2019,Dassault Aviation S.A.,,EUR,"15,3","12,1","12,1","12,1",10,"8,9"
16.05.2019,Essilor S.A.,,EUR,"2,04","1,53","1,5","1,11","1,02","0,94"
16.05.2019,APG SGA S.A.,"287,5",CHF,20,24,24,23,22,12
16.05.2019,Hasbro Inc.,"98,28",USD,"2,52","2,28","2,04","1,84","1,72","1,6"
16.05.2019,Mattel Inc.,"11,14",USD,0,"0,91","1,52","1,52","1,52","1,44"
16.05.2019,Avon Products Inc.,"3,14",USD,0,0,0,"0,24","0,24","0,24"
16.05.2019,YUM! Brands Inc.,"100,87",USD,"1,44","0,9","1,73","1,74","1,56","1,41"
16.05.2019,Gentex Corp.,"22,19",USD,"0,44","0,39","0,36","0,34","0,31","0,28"
16.05.2019,Host Hotels & Resorts Inc.,"19,34",USD,"0,85","0,85","0,85","0,8","0,75","0,46"
16.05.2019,Enel S.p.A.,"5,59",EUR,"0,28","0,24","0,18","0,16","0,14","0,13"
16.05.2019,Bank fuer Tirol und Vorarlberg AG Vz.,"24,8",EUR,"0,3","0,3","0,3","0,3","0,3","0,3"
16.05.2019,Bank fuer Tirol und Vorarlberg AG,"26,6",EUR,"0,3","0,3","0,3","0,3","0,3","0,3"
16.05.2019,Discover Financial Services,"78,12",USD,"1,5","1,3","1,16","1,08","0,92","0,6"
16.05.2019,Wyndham Worldwide CorpShs,"44,28",USD,"1,89","2,32",2,"1,68","1,4","1,16"
16.05.2019,Alpine Select AG,"14,2",CHF,,1,3,1,1,1
16.05.2019,iStar Inc,"8,74",USD,0,0,0,0,0,0
16.05.2019,Wendel InvestissementAct.,,EUR,"2,8","2,65","2,35","2,15",2,"1,85"
16.05.2019,Boiron S.A.,,EUR,"1,45","1,6","1,6","1,5","1,5","1,2"
16.05.2019,Valiant AG,"109,4",CHF,"4,4",4,"3,8","3,6","3,2","3,2"
16.05.2019,Las Vegas Sands Corp.,,USD,3,"2,92","2,88","2,6",2,"1,4"
16.05.2019,SFC Energy AG,"11,45",EUR,0,0,0,0,0,0
16.05.2019,EDF (Electricité de France),,EUR,,"0,46","0,9","1,1","1,25","1,25"
16.05.2019,Team Inc.,"15,58",USD,0,0,0,0,0,0
16.05.2019,Carrizo Oil & Gas Inc.,"12,99",USD,0,0,0,0,0,0
16.05.2019,Pioneer Natural Resources Co.,"155,09",USD,"0,32","0,08","0,08","0,08","0,08","0,08"
16.05.2019,Vornado Realty Trust,"67,06",USD,"2,52","2,12","2,04","2,04","2,36","2,36"
16.05.2019,Sealed Air Corp.,"42,1",USD,"0,64","0,64","0,61","0,52","0,52","0,52"
16.05.2019,Abengoa S.A.,"0,02",EUR,,0,0,0,"0,11","0,11"
16.05.2019,ElringKlinger AG,"6,01",EUR,0,"0,5","0,5","0,55","0,55","0,5"
16.05.2019,AvalonBay Communities Inc.,"202,76",USD,"5,88","5,68","5,4",5,"4,64","4,28"
16.05.2019,Next PLC,"58,28",GBP,"1,58","1,58","1,58","1,5","1,29","1,05"
16.05.2019,Kadant Inc.,"88,79",USD,"0,88","0,84","0,76","0,68","0,6","0,5"
